claim_id,claim_amount,claim_date,claim_type,avg_claim_for_type,customer_id,customer_name,age,location,high_risk_location,policy_id,policy_type,policy_coverage,policy_start_date,policy_expiry_date,premium_payment_irregular,accident_type,accident_requires_police_report,police_report,report_date_mismatch,no_witnesses,vehicle_id,vehicle_type,vehicle_age,damage_match,previous_claims,previous_fraud,claim_frequency,claims_in_last_30_days,document_status,report_consistency,multiple_policies_same_vehicle,label_is_fraud_synthetic
CLM-1075,197928.35,2023-07-10,Collision,55000,CUST-2075,Sheila Diaz,65,Salem,True,POL-3075,Comprehensive Motor,165000,2023-06-28,2024-06-27,False,Collision,True,False,False,True,VEH-4075,SUV,12,False,5,True,2.8,1,incomplete,False,False,True
CLM-1438,193630.82,2024-12-20,Total Loss,250000,CUST-2438,Jillian Henson,22,Madurai,False,POL-3438,Zero Depreciation,2000000,2024-08-12,2025-08-12,False,Total Loss,True,True,False,False,VEH-4438,SUV,14,True,1,False,1.2,0,complete,True,False,False
CLM-1015,143677.44,2022-05-31,Collision,55000,CUST-2015,Corey Kelly,30,Coimbatore,False,POL-3015,Third-Party Motor,440000,2022-05-16,2023-05-16,True,Collision,True,False,True,True,VEH-4015,SUV,2,False,4,True,2.0,2,incomplete,False,False,True
CLM-1249,65581.87,2024-04-03,Theft,90000,CUST-2249,Christopher Jones,38,Coimbatore,False,POL-3249,Third-Party Motor,270000,2023-11-03,2024-11-02,False,Theft,True,True,False,False,VEH-4249,Hatchback,13,True,0,False,0.0,0,complete,True,False,False
CLM-1433,77696.99,2026-07-23,Fire,150000,CUST-2433,Paul Carter,61,Trichy,True,POL-3433,Comprehensive Motor,1200000,2026-04-09,2027-04-09,False,Fire,True,True,False,False,VEH-4433,Sedan,8,True,1,False,0.1,0,complete,True,False,False
CLM-1019,787228.65,2024-10-16,Total Loss,250000,CUST-2019,Carla Wilson,24,Salem,True,POL-3019,Comprehensive Motor,750000,2024-10-07,2025-10-07,False,Total Loss,True,True,True,False,VEH-4019,Hatchback,14,False,5,False,3.1,1,incomplete,True,False,True
CLM-1322,268994.87,2025-10-27,Total Loss,250000,CUST-2322,Jason Barnett,68,Salem,True,POL-3322,Comprehensive Motor,1250000,2022-10-09,2023-10-09,False,Total Loss,True,True,False,False,VEH-4322,Truck,5,True,1,False,0.8,0,complete,True,False,False
CLM-1332,309017.48,2026-03-29,Total Loss,250000,CUST-2332,Teresa Lewis,33,Bengaluru,False,POL-3332,Zero Depreciation,1250000,2024-09-07,2025-09-07,False,Total Loss,True,True,False,True,VEH-4332,Truck,12,True,1,False,0.1,0,complete,True,False,False
CLM-1056,487015.66,2022-06-03,Fire,150000,CUST-2056,Robin Savage,39,Coimbatore,False,POL-3056,Comprehensive Motor,750000,2022-05-21,2023-05-21,True,Fire,True,False,False,True,VEH-4056,SUV,7,False,5,True,1.6,0,incomplete,True,True,True
CLM-1301,160057.93,2025-12-12,Fire,150000,CUST-2301,Elizabeth Nelson,53,Bengaluru,False,POL-3301,Comprehensive Motor,1200000,2025-09-30,2026-09-30,False,Fire,True,True,False,False,VEH-4301,Truck,8,True,0,False,0.4,0,complete,True,False,False
CLM-1229,41116.23,2025-09-28,Theft,90000,CUST-2229,Mackenzie Vasquez,40,Hyderabad,False,POL-3229,Third-Party Motor,450000,2024-07-17,2025-07-17,False,Theft,True,True,False,False,VEH-4229,Truck,10,True,1,False,0.3,0,complete,True,False,False
CLM-1331,267275.05,2025-08-20,Total Loss,250000,CUST-2331,Donna Jones,50,Trichy,True,POL-3331,Zero Depreciation,750000,2025-06-07,2026-06-07,False,Total Loss,True,True,False,False,VEH-4331,Truck,2,True,0,False,0.9,0,complete,True,False,False
CLM-1132,231000.25,2026-04-06,Total Loss,250000,CUST-2132,Andrew Oconnell,68,Chennai,False,POL-3132,Comprehensive Motor,1250000,2026-01-17,2027-01-17,False,Total Loss,True,True,False,False,VEH-4132,SUV,14,True,0,False,0.6,0,complete,True,False,False
CLM-1137,75600.12,2026-05-14,Collision,55000,CUST-2137,Marie Mills,29,Bengaluru,False,POL-3137,Third-Party Motor,275000,2022-09-16,2023-09-16,False,Collision,True,True,False,False,VEH-4137,Two-Wheeler,7,True,0,False,0.6,0,complete,True,False,False
CLM-1423,169972.56,2024-07-17,Fire,150000,CUST-2423,Gregory Wallace,24,Hyderabad,False,POL-3423,Zero Depreciation,750000,2023-10-19,2024-10-18,False,Fire,True,True,False,False,VEH-4423,Two-Wheeler,3,True,0,False,0.7,0,complete,True,False,False
CLM-1335,82393.87,2025-01-20,Fire,150000,CUST-2335,Jose Johnson,39,Madurai,False,POL-3335,Comprehensive Motor,450000,2024-10-26,2025-10-26,False,Fire,True,True,False,True,VEH-4335,Hatchback,5,True,1,False,0.4,0,complete,True,False,False
CLM-1025,333085.58,2025-07-24,Theft,90000,CUST-2025,Eric Rogers,50,Hyderabad,False,POL-3025,Comprehensive Motor,720000,2025-07-04,2026-07-04,False,Theft,True,False,True,True,VEH-4025,Two-Wheeler,14,False,4,True,3.1,1,incomplete,True,False,True
CLM-1464,84855.23,2024-03-03,Natural Calamity,120000,CUST-2464,David Wilson,29,Bengaluru,False,POL-3464,Zero Depreciation,360000,2023-12-10,2024-12-09,True,Natural Calamity,False,True,False,True,VEH-4464,Sedan,14,True,1,False,0.9,0,complete,True,False,False
CLM-1281,191126.74,2026-06-05,Fire,150000,CUST-2281,Amanda Pugh,67,Bengaluru,False,POL-3281,Comprehensive Motor,1200000,2023-11-21,2024-11-20,True,Fire,True,True,False,False,VEH-4281,Two-Wheeler,14,True,0,False,0.1,0,complete,True,False,False
CLM-1247,71451.34,2026-04-03,Natural Calamity,120000,CUST-2247,Robert Lloyd,50,Salem,True,POL-3247,Third-Party Motor,360000,2025-09-28,2026-09-28,False,Natural Calamity,False,True,False,False,VEH-4247,Two-Wheeler,6,True,0,False,0.6,0,complete,True,False,False
CLM-1237,70981.34,2026-06-06,Theft,90000,CUST-2237,Kevin Gates,25,Hyderabad,False,POL-3237,Zero Depreciation,720000,2025-06-27,2026-06-27,False,Theft,True,True,False,False,VEH-4237,Truck,0,True,1,False,0.6,0,complete,True,False,False
CLM-1117,168197.9,2025-12-07,Natural Calamity,120000,CUST-2117,Adrian Burton,47,Salem,True,POL-3117,Zero Depreciation,360000,2022-09-05,2023-09-05,False,Natural Calamity,False,True,False,False,VEH-4117,SUV,13,True,0,False,0.2,0,complete,True,False,False
CLM-1042,775729.31,2022-06-06,Total Loss,250000,CUST-2042,Kevin Hurley,33,Hyderabad,False,POL-3042,Comprehensive Motor,2000000,2022-06-04,2023-06-04,True,Total Loss,True,False,False,True,VEH-4042,Truck,2,True,5,False,2.6,2,incomplete,True,False,True
CLM-1220,62572.63,2025-07-20,Collision,55000,CUST-2220,Michael Gibbs,55,Hyderabad,False,POL-3220,Third-Party Motor,440000,2024-01-12,2025-01-11,False,Collision,True,True,False,False,VEH-4220,Truck,6,True,0,False,0.7,0,complete,True,False,False
CLM-1176,65459.73,2026-05-19,Collision,55000,CUST-2176,Douglas Sparks,35,Salem,True,POL-3176,Zero Depreciation,165000,2023-11-11,2024-11-10,False,Collision,True,True,False,False,VEH-4176,Hatchback,12,True,1,False,0.0,0,complete,True,False,False
CLM-1320,52531.6,2026-07-29,Collision,55000,CUST-2320,Scott Weber,35,Trichy,True,POL-3320,Comprehensive Motor,275000,2026-05-14,2027-05-14,False,Collision,True,True,False,False,VEH-4320,Hatchback,6,True,1,False,0.1,0,complete,True,False,False
CLM-1153,230872.83,2025-11-19,Fire,150000,CUST-2153,Jason Mcdonald,28,Madurai,False,POL-3153,Third-Party Motor,450000,2022-06-14,2023-06-14,False,Fire,True,True,False,False,VEH-4153,Two-Wheeler,10,True,0,False,0.5,0,complete,True,False,False
CLM-1231,47736.03,2023-01-30,Theft,90000,CUST-2231,Lindsey Watson,39,Chennai,False,POL-3231,Comprehensive Motor,450000,2022-06-24,2023-06-24,False,Theft,True,True,False,False,VEH-4231,Truck,4,True,1,False,0.0,0,complete,True,False,False
CLM-1227,153612.94,2026-02-05,Fire,150000,CUST-2227,Patricia Mayo,52,Hyderabad,False,POL-3227,Comprehensive Motor,1200000,2025-12-08,2026-12-08,False,Fire,True,True,False,False,VEH-4227,Truck,3,True,1,False,1.0,0,complete,True,False,False
CLM-1417,194912.7,2025-08-20,Fire,150000,CUST-2417,Dawn Morales,65,Trichy,True,POL-3417,Comprehensive Motor,450000,2024-08-01,2025-08-01,False,Fire,True,True,False,False,VEH-4417,Truck,10,True,0,False,1.2,0,complete,True,False,False
CLM-1203,7735.59,2026-03-21,Windscreen Damage,12000,CUST-2203,Mark Santana,41,Bengaluru,False,POL-3203,Zero Depreciation,96000,2025-10-08,2026-10-08,False,Windscreen Damage,False,True,False,False,VEH-4203,SUV,14,True,1,False,0.6,0,complete,True,False,False
CLM-1126,118998.54,2023-09-08,Total Loss,250000,CUST-2126,Alexander Thomas,52,Bengaluru,False,POL-3126,Zero Depreciation,2000000,2023-07-20,2024-07-19,False,Total Loss,True,True,False,False,VEH-4126,SUV,2,True,0,False,0.7,0,complete,True,False,False
CLM-1329,136944.4,2024-01-08,Natural Calamity,120000,CUST-2329,Dawn Moore,49,Salem,True,POL-3329,Third-Party Motor,360000,2023-04-05,2024-04-04,False,Natural Calamity,False,True,False,False,VEH-4329,Hatchback,10,True,0,False,0.8,0,complete,True,False,False
CLM-1031,29452.24,2026-02-27,Windscreen Damage,12000,CUST-2031,Paul Sullivan,64,Hyderabad,False,POL-3031,Zero Depreciation,36000,2026-02-03,2027-02-03,False,Windscreen Damage,False,False,True,True,VEH-4031,Hatchback,10,True,2,False,2.2,2,complete,False,False,True
CLM-1113,10631.91,2026-04-30,Windscreen Damage,12000,CUST-2113,Angela Hartman,52,Trichy,True,POL-3113,Third-Party Motor,96000,2025-05-25,2026-05-25,False,Windscreen Damage,False,True,False,True,VEH-4113,SUV,8,True,1,False,1.0,0,complete,True,False,False
CLM-1470,98594.35,2025-11-17,Natural Calamity,120000,CUST-2470,Caitlin Garner,28,Madurai,False,POL-3470,Zero Depreciation,360000,2023-10-11,2024-10-10,False,Natural Calamity,False,True,False,False,VEH-4470,Hatchback,7,True,0,False,1.1,0,complete,True,False,False
CLM-1271,118189.22,2026-07-18,Total Loss,250000,CUST-2271,Katrina Martin,29,Madurai,False,POL-3271,Third-Party Motor,2000000,2026-05-06,2027-05-06,False,Total Loss,True,True,False,False,VEH-4271,SUV,2,True,0,False,0.4,0,complete,True,False,False
CLM-1140,8995.14,2026-07-29,Windscreen Damage,12000,CUST-2140,Angela Wright,61,Salem,True,POL-3140,Comprehensive Motor,36000,2025-07-13,2026-07-13,False,Windscreen Damage,False,True,False,False,VEH-4140,Truck,7,True,0,False,1.1,0,complete,True,False,False
CLM-1057,614440.46,2025-02-07,Total Loss,250000,CUST-2057,Jaclyn Hampton,35,Hyderabad,False,POL-3057,Third-Party Motor,1250000,2025-01-17,2026-01-17,False,Total Loss,True,False,True,True,VEH-4057,Hatchback,3,False,2,False,2.8,0,complete,False,False,True
CLM-1192,73332.7,2025-11-23,Fire,150000,CUST-2192,Michael Bailey,35,Coimbatore,False,POL-3192,Zero Depreciation,750000,2022-02-14,2023-02-14,False,Fire,True,True,False,False,VEH-4192,SUV,6,True,1,False,0.5,0,complete,True,False,False
CLM-1024,246141.98,2026-01-22,Theft,90000,CUST-2024,Jose Myers,35,Bengaluru,False,POL-3024,Comprehensive Motor,720000,2026-01-13,2027-01-13,False,Theft,True,False,False,True,VEH-4024,Truck,11,False,4,False,2.3,1,incomplete,True,False,True
CLM-1017,39884.92,2023-06-06,Windscreen Damage,12000,CUST-2017,Travis Munoz,40,Trichy,True,POL-3017,Third-Party Motor,96000,2023-05-21,2024-05-20,True,Windscreen Damage,False,False,False,True,VEH-4017,Hatchback,11,True,3,False,2.2,2,complete,False,False,True
CLM-1265,7050.6,2024-02-14,Windscreen Damage,12000,CUST-2265,Karen Fleming,63,Coimbatore,False,POL-3265,Comprehensive Motor,96000,2023-08-11,2024-08-10,False,Windscreen Damage,False,True,False,False,VEH-4265,Sedan,4,True,0,False,0.1,0,complete,True,False,False
CLM-1066,276463.91,2026-07-02,Theft,90000,CUST-2066,Hannah Martinez,24,Coimbatore,False,POL-3066,Third-Party Motor,450000,2026-06-19,2027-06-19,False,Theft,True,False,True,False,VEH-4066,Sedan,7,False,2,False,3.3,2,incomplete,True,False,True
CLM-1208,70167.04,2026-08-07,Theft,90000,CUST-2208,Matthew Savage,19,Coimbatore,False,POL-3208,Third-Party Motor,450000,2025-10-05,2026-10-05,False,Theft,True,True,False,True,VEH-4208,Truck,2,True,0,False,0.8,0,complete,True,False,False
CLM-1479,305574.23,2026-04-13,Total Loss,250000,CUST-2479,Max Vance,32,Bengaluru,False,POL-3479,Comprehensive Motor,2000000,2025-07-04,2026-07-04,False,Total Loss,True,True,False,False,VEH-4479,SUV,2,True,0,False,0.7,0,complete,True,False,False
CLM-1094,1064344.11,2026-01-29,Total Loss,250000,CUST-2094,Shannon Lopez,28,Hyderabad,False,POL-3094,Zero Depreciation,1250000,2026-01-13,2027-01-13,True,Total Loss,True,True,False,False,VEH-4094,Truck,6,False,5,False,3.7,0,complete,False,False,True
CLM-1253,198037.6,2026-07-05,Fire,150000,CUST-2253,Jeffrey Phillips,23,Madurai,False,POL-3253,Zero Depreciation,750000,2025-12-24,2026-12-24,False,Fire,True,True,False,False,VEH-4253,Truck,7,True,0,False,1.0,0,complete,True,False,False
CLM-1266,53836.82,2025-07-14,Collision,55000,CUST-2266,Rebecca Cardenas,52,Salem,True,POL-3266,Zero Depreciation,440000,2024-02-27,2025-02-26,False,Collision,True,True,False,False,VEH-4266,Two-Wheeler,13,True,1,False,0.1,0,complete,True,False,False
CLM-1023,551656.73,2022-09-05,Fire,150000,CUST-2023,Deanna Powell,26,Coimbatore,False,POL-3023,Zero Depreciation,750000,2022-08-17,2023-08-17,False,Fire,True,False,False,True,VEH-4023,SUV,0,False,4,False,2.8,0,incomplete,False,False,True
CLM-1222,187602.04,2025-09-24,Natural Calamity,120000,CUST-2222,James Olson,56,Madurai,False,POL-3222,Third-Party Motor,360000,2025-08-10,2026-08-10,False,Natural Calamity,False,True,False,False,VEH-4222,Two-Wheeler,10,True,0,False,0.4,0,complete,True,False,False
CLM-1261,124368.55,2026-07-02,Theft,90000,CUST-2261,Angela Calderon,24,Hyderabad,False,POL-3261,Third-Party Motor,720000,2025-02-28,2026-02-28,False,Theft,True,True,False,False,VEH-4261,Truck,14,True,0,False,0.7,0,complete,True,False,False
CLM-1426,233624.62,2026-08-18,Fire,150000,CUST-2426,Nicole Gordon,50,Coimbatore,False,POL-3426,Comprehensive Motor,750000,2025-08-10,2026-08-10,False,Fire,True,True,False,False,VEH-4426,Truck,6,True,0,False,0.1,0,complete,True,False,False
CLM-1005,312590.94,2022-11-29,Theft,90000,CUST-2005,Aaron Morgan,33,Coimbatore,False,POL-3005,Third-Party Motor,450000,2022-11-15,2023-11-15,True,Theft,True,False,False,True,VEH-4005,Truck,12,True,5,False,1.6,0,incomplete,False,False,True
CLM-1116,81597.28,2025-12-09,Collision,55000,CUST-2116,Michael Ayala,33,Hyderabad,False,POL-3116,Zero Depreciation,165000,2025-07-08,2026-07-08,False,Collision,True,True,False,True,VEH-4116,Two-Wheeler,0,True,0,False,1.1,0,complete,True,False,False
CLM-1045,328582.27,2023-07-03,Theft,90000,CUST-2045,Brendan Best,33,Madurai,False,POL-3045,Comprehensive Motor,450000,2023-06-28,2024-06-27,False,Theft,True,True,False,True,VEH-4045,Truck,6,False,2,True,2.0,1,incomplete,False,False,True
CLM-1016,297625.77,2024-11-01,Natural Calamity,120000,CUST-2016,Peter Chavez,66,Bengaluru,False,POL-3016,Comprehensive Motor,960000,2024-10-19,2025-10-19,True,Natural Calamity,False,False,False,True,VEH-4016,SUV,8,False,5,True,3.0,2,incomplete,False,False,True
CLM-1462,316137.75,2026-05-08,Total Loss,250000,CUST-2462,Joseph Cooper,37,Trichy,True,POL-3462,Zero Depreciation,2000000,2025-03-06,2026-03-06,False,Total Loss,True,True,False,False,VEH-4462,Hatchback,8,True,1,False,0.6,0,complete,True,False,False
CLM-1357,214901.44,2024-02-11,Fire,150000,CUST-2357,Ann Rubio,19,Salem,True,POL-3357,Third-Party Motor,750000,2023-08-15,2024-08-14,False,Fire,True,True,False,False,VEH-4357,Hatchback,6,True,0,False,0.3,0,complete,True,False,False
CLM-1003,561085.83,2026-01-17,Fire,150000,CUST-2003,Amanda Rodriguez,26,Trichy,True,POL-3003,Zero Depreciation,1200000,2026-01-06,2027-01-06,True,Fire,True,False,True,False,VEH-4003,Sedan,9,False,2,True,3.3,2,complete,False,True,True
CLM-1218,377488.74,2023-02-23,Total Loss,250000,CUST-2218,Travis Ortiz,29,Coimbatore,False,POL-3218,Zero Depreciation,1250000,2022-02-02,2023-02-02,False,Total Loss,True,True,False,False,VEH-4218,Hatchback,14,True,1,False,0.0,0,complete,True,False,False
CLM-1405,113342.14,2024-11-03,Theft,90000,CUST-2405,Heather Bean,24,Trichy,True,POL-3405,Zero Depreciation,720000,2022-12-03,2023-12-03,False,Theft,True,True,False,False,VEH-4405,Two-Wheeler,11,True,1,False,1.1,0,complete,True,False,False
CLM-1060,250632.54,2023-03-31,Theft,90000,CUST-2060,Brendan Parker,30,Salem,True,POL-3060,Third-Party Motor,450000,2023-03-08,2024-03-07,False,Theft,True,True,False,False,VEH-4060,SUV,4,False,4,False,3.0,1,complete,False,False,True
CLM-1110,51451.73,2023-09-22,Natural Calamity,120000,CUST-2110,Ruth Edwards,50,Coimbatore,False,POL-3110,Comprehensive Motor,960000,2023-04-05,2024-04-04,False,Natural Calamity,False,True,False,False,VEH-4110,Two-Wheeler,7,True,1,False,0.6,0,complete,True,False,False
CLM-1318,249580.01,2026-03-23,Total Loss,250000,CUST-2318,Angela Hernandez,55,Bengaluru,False,POL-3318,Comprehensive Motor,1250000,2025-07-29,2026-07-29,False,Total Loss,True,True,False,False,VEH-4318,Sedan,0,True,0,False,0.8,0,complete,True,False,False
CLM-1428,14029.62,2024-09-11,Windscreen Damage,12000,CUST-2428,Megan Baker,20,Madurai,False,POL-3428,Zero Depreciation,60000,2023-05-09,2024-05-08,False,Windscreen Damage,False,True,False,False,VEH-4428,Hatchback,10,True,0,False,0.4,0,complete,True,False,False
CLM-1029,176394.86,2025-01-05,Collision,55000,CUST-2029,Sherry Price,67,Hyderabad,False,POL-3029,Comprehensive Motor,165000,2024-12-26,2025-12-26,False,Collision,True,False,True,False,VEH-4029,Truck,12,False,2,False,2.9,2,incomplete,False,False,True
CLM-1437,155841.63,2026-01-29,Total Loss,250000,CUST-2437,Alexandra Cruz,65,Madurai,False,POL-3437,Third-Party Motor,1250000,2024-12-28,2025-12-28,False,Total Loss,True,True,False,True,VEH-4437,SUV,11,True,0,False,0.4,0,complete,True,False,False
CLM-1471,76237.02,2026-03-27,Collision,55000,CUST-2471,Bethany Hopkins,53,Madurai,False,POL-3471,Third-Party Motor,275000,2024-01-08,2025-01-07,False,Collision,True,True,False,False,VEH-4471,Sedan,6,True,0,False,0.2,0,complete,True,False,False
CLM-1026,359150.16,2024-02-28,Fire,150000,CUST-2026,Stanley Webster,49,Trichy,True,POL-3026,Comprehensive Motor,1200000,2024-02-05,2025-02-04,False,Fire,True,False,True,True,VEH-4026,Two-Wheeler,10,False,4,False,3.9,0,incomplete,False,False,True
CLM-1007,950384.22,2025-01-14,Total Loss,250000,CUST-2007,Steven Russell,54,Madurai,False,POL-3007,Zero Depreciation,1250000,2025-01-03,2026-01-03,False,Total Loss,True,True,False,False,VEH-4007,Sedan,7,False,2,False,2.3,1,incomplete,True,False,True
CLM-1453,225448.78,2024-10-25,Fire,150000,CUST-2453,Michael White,36,Hyderabad,False,POL-3453,Third-Party Motor,750000,2023-12-27,2024-12-26,False,Fire,True,True,False,False,VEH-4453,Two-Wheeler,4,True,1,False,0.4,0,complete,True,False,False
CLM-1108,394643.29,2026-02-09,Total Loss,250000,CUST-2108,Sharon Anderson,25,Coimbatore,False,POL-3108,Third-Party Motor,1250000,2023-11-23,2024-11-22,False,Total Loss,True,True,False,False,VEH-4108,Hatchback,9,True,1,False,0.5,0,complete,True,False,False
CLM-1037,243049.11,2023-05-28,Theft,90000,CUST-2037,Logan Jones,52,Madurai,False,POL-3037,Zero Depreciation,450000,2023-05-13,2024-05-12,False,Theft,True,False,False,False,VEH-4037,Two-Wheeler,8,False,4,False,1.6,0,incomplete,True,False,True
CLM-1157,126193.59,2025-02-04,Theft,90000,CUST-2157,April Anderson,69,Bengaluru,False,POL-3157,Third-Party Motor,450000,2024-10-04,2025-10-04,True,Theft,True,True,False,False,VEH-4157,Two-Wheeler,5,True,0,False,0.3,0,complete,True,False,False
CLM-1489,86020.85,2026-07-29,Natural Calamity,120000,CUST-2489,Scott Parker,63,Madurai,False,POL-3489,Zero Depreciation,360000,2026-06-05,2027-06-05,True,Natural Calamity,False,True,False,False,VEH-4489,Hatchback,1,True,1,False,0.2,0,complete,True,False,False
CLM-1118,219169.99,2024-05-08,Total Loss,250000,CUST-2118,Julia Hall,59,Bengaluru,False,POL-3118,Third-Party Motor,2000000,2024-01-29,2025-01-28,False,Total Loss,True,True,False,False,VEH-4118,Two-Wheeler,6,True,1,False,0.1,0,complete,True,False,False
CLM-1114,173482.91,2025-12-07,Natural Calamity,120000,CUST-2114,Benjamin Williams,29,Coimbatore,False,POL-3114,Comprehensive Motor,360000,2022-08-10,2023-08-10,False,Natural Calamity,False,True,False,True,VEH-4114,Sedan,9,True,1,False,0.5,0,complete,True,False,False
CLM-1175,17522.83,2025-12-13,Windscreen Damage,12000,CUST-2175,Daniel Griffith,49,Hyderabad,False,POL-3175,Zero Depreciation,60000,2025-08-28,2026-08-28,False,Windscreen Damage,False,True,False,False,VEH-4175,Truck,3,True,1,False,0.4,0,complete,True,False,False
CLM-1373,118391.22,2024-10-23,Total Loss,250000,CUST-2373,Joshua Adams,35,Madurai,False,POL-3373,Zero Depreciation,1250000,2023-10-05,2024-10-04,False,Total Loss,True,True,False,False,VEH-4373,Truck,9,True,0,False,0.7,0,complete,True,False,False
CLM-1181,193919.05,2025-01-03,Fire,150000,CUST-2181,Lori White,51,Chennai,False,POL-3181,Zero Depreciation,450000,2023-04-26,2024-04-25,False,Fire,True,True,False,False,VEH-4181,Sedan,0,True,1,False,0.6,0,complete,True,False,False
CLM-1144,124945.9,2026-04-20,Fire,150000,CUST-2144,Melissa Harris,65,Salem,True,POL-3144,Comprehensive Motor,450000,2026-02-24,2027-02-24,False,Fire,True,True,False,False,VEH-4144,Two-Wheeler,2,True,0,False,0.6,0,complete,True,False,False
CLM-1369,64840.4,2026-03-29,Natural Calamity,120000,CUST-2369,Michael Rowe,30,Trichy,True,POL-3369,Third-Party Motor,360000,2025-10-26,2026-10-26,False,Natural Calamity,False,True,False,False,VEH-4369,Two-Wheeler,4,True,0,False,0.1,0,complete,True,False,False
CLM-1390,126531.63,2026-05-28,Total Loss,250000,CUST-2390,Tim Dominguez,25,Salem,True,POL-3390,Zero Depreciation,750000,2024-12-09,2025-12-09,False,Total Loss,True,True,False,False,VEH-4390,Truck,14,True,0,False,0.2,0,complete,True,False,False
CLM-1195,280599.09,2025-11-30,Total Loss,250000,CUST-2195,Jessica Mcintosh,43,Trichy,True,POL-3195,Zero Depreciation,2000000,2025-06-25,2026-06-25,False,Total Loss,True,True,False,False,VEH-4195,Hatchback,10,True,1,False,0.9,0,complete,True,False,False
CLM-1404,138454.62,2025-07-01,Total Loss,250000,CUST-2404,Madison Singh,53,Chennai,False,POL-3404,Zero Depreciation,2000000,2022-05-07,2023-05-07,False,Total Loss,True,True,False,False,VEH-4404,Sedan,13,True,0,False,0.6,0,complete,True,False,False
CLM-1275,46020.83,2026-06-18,Theft,90000,CUST-2275,Matthew House,44,Bengaluru,False,POL-3275,Third-Party Motor,450000,2025-12-01,2026-12-01,False,Theft,True,True,False,False,VEH-4275,SUV,0,True,0,False,0.7,0,complete,True,False,False
CLM-1454,74925.85,2025-12-07,Collision,55000,CUST-2454,Erika Reese,40,Madurai,False,POL-3454,Third-Party Motor,440000,2025-03-03,2026-03-03,False,Collision,True,True,False,False,VEH-4454,SUV,13,True,1,False,0.6,0,complete,True,False,False
CLM-1141,74629.72,2023-12-14,Theft,90000,CUST-2141,Kelsey Garcia,34,Coimbatore,False,POL-3141,Zero Depreciation,270000,2022-06-24,2023-06-24,False,Theft,True,True,False,False,VEH-4141,Hatchback,3,True,0,False,0.6,0,complete,True,False,False
CLM-1365,145078.04,2024-03-29,Natural Calamity,120000,CUST-2365,Damon Erickson,24,Madurai,False,POL-3365,Third-Party Motor,600000,2022-02-04,2023-02-04,False,Natural Calamity,False,True,False,False,VEH-4365,Two-Wheeler,9,True,1,False,0.6,0,complete,True,False,False
CLM-1067,202790.0,2024-01-19,Theft,90000,CUST-2067,Terry Anderson,49,Chennai,False,POL-3067,Zero Depreciation,450000,2023-12-26,2024-12-25,False,Theft,True,False,False,True,VEH-4067,Hatchback,0,False,5,False,3.3,1,complete,False,False,True
CLM-1210,11203.51,2024-10-07,Windscreen Damage,12000,CUST-2210,Elizabeth Jones,25,Bengaluru,False,POL-3210,Comprehensive Motor,60000,2024-01-29,2025-01-28,False,Windscreen Damage,False,True,False,False,VEH-4210,SUV,6,True,1,False,0.1,0,complete,True,False,False
CLM-1168,334251.51,2026-01-04,Total Loss,250000,CUST-2168,Patrick Obrien,28,Madurai,False,POL-3168,Third-Party Motor,2000000,2023-05-15,2024-05-14,False,Total Loss,True,True,False,False,VEH-4168,Truck,14,True,0,False,0.9,0,complete,True,False,False
CLM-1493,48967.07,2025-07-30,Natural Calamity,120000,CUST-2493,Troy Williams,50,Bengaluru,False,POL-3493,Comprehensive Motor,960000,2025-06-08,2026-06-08,False,Natural Calamity,False,True,False,False,VEH-4493,SUV,1,True,1,False,0.3,0,complete,True,False,False
CLM-1375,5375.23,2026-01-17,Windscreen Damage,12000,CUST-2375,John Carter,49,Coimbatore,False,POL-3375,Comprehensive Motor,36000,2025-02-16,2026-02-16,False,Windscreen Damage,False,True,False,False,VEH-4375,Hatchback,11,True,1,False,0.0,0,complete,True,False,False
CLM-1400,70115.21,2025-11-12,Natural Calamity,120000,CUST-2400,Michael Valenzuela,29,Coimbatore,False,POL-3400,Zero Depreciation,360000,2024-01-23,2025-01-22,False,Natural Calamity,False,True,False,False,VEH-4400,Sedan,11,True,0,False,0.2,0,complete,True,False,False
CLM-1272,107141.35,2024-02-22,Fire,150000,CUST-2272,Adrian Johnson,69,Bengaluru,False,POL-3272,Zero Depreciation,750000,2023-11-17,2024-11-16,False,Fire,True,True,False,False,VEH-4272,Sedan,9,True,0,False,0.5,0,complete,True,False,False
CLM-1109,338425.17,2025-03-06,Total Loss,250000,CUST-2109,William Lee,63,Hyderabad,False,POL-3109,Third-Party Motor,750000,2022-06-17,2023-06-17,False,Total Loss,True,True,False,False,VEH-4109,Truck,10,True,0,False,1.0,0,complete,True,False,False
CLM-1248,37525.47,2023-04-09,Theft,90000,CUST-2248,Darryl Lawrence,57,Chennai,False,POL-3248,Zero Depreciation,450000,2022-01-16,2023-01-16,True,Theft,True,True,False,True,VEH-4248,Truck,13,True,0,False,0.3,0,complete,True,False,False
CLM-1145,93193.94,2023-06-02,Natural Calamity,120000,CUST-2145,Patrick Mason,34,Bengaluru,False,POL-3145,Third-Party Motor,360000,2022-06-16,2023-06-16,False,Natural Calamity,False,True,False,False,VEH-4145,Hatchback,10,True,1,False,0.3,0,complete,True,False,False
